,description,publishedAt,title,title_desc_sent_1,title_desc
28,"Statistics Canada says Alberta lost 19,000 jobs last month",2020-02-08,What Alberta job losses in January mean for Edmonton,-1,"What Alberta job losses in January mean for Edmonton. Statistics Canada says Alberta lost 19,000 jobs last month"
88,Calgary and Edmonton's young demographics make it a good fit for creating new rental units,2019-06-18,"Office buildings turn to apartments, bring downtown Calgary back to life",0,"Office buildings turn to apartments, bring downtown Calgary back to life. Calgary and Edmonton's young demographics make it a good fit for creating new rental units"
36,Baker group poised to gain control of retailer after agreeing to Catalyst Capital's higher asking price,2020-01-06,HBC shares up on news of likely takeover deal,1,HBC shares up on news of likely takeover deal. Baker group poised to gain control of retailer after agreeing to Catalyst Capital's higher asking price
117,"For some Philippine money managers, it’s still too soon to scoop up shares in the world’s worst-performing stock market.",2018-10-03,The world's worst stock market is still not cheap enough to buy,0,"The world's worst stock market is still not cheap enough to buy. For some Philippine money managers, it’s still too soon to scoop up shares in the world’s worst-performing stock market."
30,Shares up 10 per cent,2020-02-04,Bombardier shares jump on report it's in talks to sell business-jet unit to Textron,0,Bombardier shares jump on report it's in talks to sell business-jet unit to Textron. Shares up 10 per cent
6,'Earnings continued to be a minefield',2020-05-01,So much for this week’s rally: U.S. stocks erase gain on profit warnings,-1,So much for this week’s rally: U.S. stocks erase gain on profit warnings. 'Earnings continued to be a minefield'
73,Dow tumbles 800 points; TSX down 300,2019-08-14,Stocks get hammered as bond market’s warning spooks investors,-1,Stocks get hammered as bond market’s warning spooks investors. Dow tumbles 800 points; TSX down 300
107,TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?,2019-01-18,Canadian stocks post their best start to the year since 1980,1,Canadian stocks post their best start to the year since 1980. TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?
52,The $1.42-billion US deal will be the ninth cloud-focused acquisition for the Canadian-based company,2019-11-11,OpenText Corp. to buy cloud-focused Carbonite Inc. in billion dollar deal,1,OpenText Corp. to buy cloud-focused Carbonite Inc. in billion dollar deal. The $1.42-billion US deal will be the ninth cloud-focused acquisition for the Canadian-based company
99,'We got in two months what we thought we'd achieve through the course of the year. It's a bit disconcerting',2019-04-01,Cannabis gives Canadian stocks their best high in 19 years. Will it last?,1,Cannabis gives Canadian stocks their best high in 19 years. Will it last?. 'We got in two months what we thought we'd achieve through the course of the year. It's a bit disconcerting'
2,PM promises help for long-term care facilities after pandemic exposed vulnerabilities,2020-05-13,Seniors to receive up to $500 in a one-time payment to offset added costs due to COVID-19,0,Seniors to receive up to $500 in a one-time payment to offset added costs due to COVID-19. PM promises help for long-term care facilities after pandemic exposed vulnerabilities
2,PM promises help for long-term care facilities after pandemic exposed vulnerabilities,2020-05-13,Seniors to receive up to $500 in a one-time payment to offset added costs due to COVID-19,0,Seniors to receive up to $500 in a one-time payment to offset added costs due to COVID-19. PM promises help for long-term care facilities after pandemic exposed vulnerabilities
28,"Statistics Canada says Alberta lost 19,000 jobs last month",2020-02-08,What Alberta job losses in January mean for Edmonton,-1,"What Alberta job losses in January mean for Edmonton. Statistics Canada says Alberta lost 19,000 jobs last month"
10,Shares surge to a record after CTO says company is doing 'Black Friday level traffic' daily,2020-04-17,Shopify just leapfrogged Brookfield to become the third-largest company in Canada,1,Shopify just leapfrogged Brookfield to become the third-largest company in Canada. Shares surge to a record after CTO says company is doing 'Black Friday level traffic' daily
15,Research firm says Western Canada will need to cut oil production by more than 10%,2020-03-27,Alberta's economic decline will be the 'most severe' the province has ever seen: RBC,-1,Alberta's economic decline will be the 'most severe' the province has ever seen: RBC. Research firm says Western Canada will need to cut oil production by more than 10%
103,"Trichome Financial, led by Michael Ruscetta, will only lend to Canadian firms at first but wants to develop a structure that will allow it to lend elsewhere",2019-02-20,Goldman Sachs alumnus readies $100-million war chest to jump into cannabis debt financing,0,"Goldman Sachs alumnus readies $100-million war chest to jump into cannabis debt financing. Trichome Financial, led by Michael Ruscetta, will only lend to Canadian firms at first but wants to develop a structure that will allow it to lend elsewhere"
3,Expect pre-appointment telephone screening and sparsely furnished waiting rooms,2020-05-09,This is what a trip to the dentist could look like in B.C. when offices reopen,0,This is what a trip to the dentist could look like in B.C. when offices reopen. Expect pre-appointment telephone screening and sparsely furnished waiting rooms
22,Boost comes from news that finance ministers and bankers to hold teleconference on coronavirus response Tuesday,2020-03-02,TSX snaps six-day losing streak as global stocks rally on central bank hopes,1,TSX snaps six-day losing streak as global stocks rally on central bank hopes. Boost comes from news that finance ministers and bankers to hold teleconference on coronavirus response Tuesday
96,Stocks tumbled after the President shocked investors by threatening to hike tariffs on Chinese goods — just when things seemed to be going so well,2019-05-06,"With two tweets, Trump shatters historic calm in global markets",-1,"With two tweets, Trump shatters historic calm in global markets. Stocks tumbled after the President shocked investors by threatening to hike tariffs on Chinese goods — just when things seemed to be going so well"
119,"Crypto stocks were all the rage last year, until they weren’t. Will cannabis companies meet the same fate?",2018-09-19,Hype around pot stocks has echoes of crypto craze,0,"Hype around pot stocks has echoes of crypto craze. Crypto stocks were all the rage last year, until they weren’t. Will cannabis companies meet the same fate?"
97,"Stephen Poloz has inverted Canada’s yield curve. The central bank’s decision to remove a bias to higher interest rates pushed longer-term government bond yields lower, dropping them below short-term debt.",2019-04-24,Poloz inverts Canada’s yield curve by removing rate-hike bias,-1,"Poloz inverts Canada’s yield curve by removing rate-hike bias. Stephen Poloz has inverted Canada’s yield curve. The central bank’s decision to remove a bias to higher interest rates pushed longer-term government bond yields lower, dropping them below short-term debt."
79,"New stock, new uses driving prices",2019-07-31,How Charlottetown has become one of the hottest housing markets in Canada,0,"How Charlottetown has become one of the hottest housing markets in Canada. New stock, new uses driving prices"
67,Strength of banks and oil companies driving recent gains,2019-09-20,TSX closes at record high as oil rally continues,1,TSX closes at record high as oil rally continues. Strength of banks and oil companies driving recent gains
90,"President Donald Trump, gearing up for the official start of his 2020 campaign, warned that the U.S. would face an epic stock market crash if he’s not re-elected.",2019-06-15,Trump warns of epic stock market crash if he's not re-elected,0,"Trump warns of epic stock market crash if he's not re-elected. President Donald Trump, gearing up for the official start of his 2020 campaign, warned that the U.S. would face an epic stock market crash if he’s not re-elected."
6,'Earnings continued to be a minefield',2020-05-01,So much for this week’s rally: U.S. stocks erase gain on profit warnings,-1,So much for this week’s rally: U.S. stocks erase gain on profit warnings. 'Earnings continued to be a minefield'
119,"Crypto stocks were all the rage last year, until they weren’t. Will cannabis companies meet the same fate?",2018-09-19,Hype around pot stocks has echoes of crypto craze,0,"Hype around pot stocks has echoes of crypto craze. Crypto stocks were all the rage last year, until they weren’t. Will cannabis companies meet the same fate?"
67,Strength of banks and oil companies driving recent gains,2019-09-20,TSX closes at record high as oil rally continues,1,TSX closes at record high as oil rally continues. Strength of banks and oil companies driving recent gains
48,"The U.S. stock market's record-setting rally will lose some steam in 2020, with the risk of a pullback increasing in the next few months",2019-11-27,"RBC sees stock turbulence ahead as S&P 500 pushes toward 3,350",-1,"RBC sees stock turbulence ahead as S&P 500 pushes toward 3,350. The U.S. stock market's record-setting rally will lose some steam in 2020, with the risk of a pullback increasing in the next few months"
118,"U.S. stocks dropped from early session highs to cap a record-breaking week with something of a whimper. Declines in tech giants including Apple Inc. (AAPL.O), Amazon.com Inc. (AMZN.O) and Facebook Inc. (FB.O) dragged on benchmarks as quarterly rebalancing spurred trading.",2018-09-20,U.S. stocks weather quad witching to cap record week,-1,"U.S. stocks weather quad witching to cap record week. U.S. stocks dropped from early session highs to cap a record-breaking week with something of a whimper. Declines in tech giants including Apple Inc. (AAPL.O), Amazon.com Inc. (AMZN.O) and Facebook Inc. (FB.O) dragged on benchmarks as quarterly rebalancing spurred trading."
101,"Step aside, yoga pants: Levi Strauss & Co.’s IPO plan shows jeans are back in the game.",2019-03-11,Levi’s IPO shows denim is back in the war against yoga pants,0,"Levi’s IPO shows denim is back in the war against yoga pants. Step aside, yoga pants: Levi Strauss & Co.’s IPO plan shows jeans are back in the game."
71,"Commentary: Judging by the record haul of cash he's hoarding, it's safe to assume he doesn't expect the market to remain elevated forever",2019-08-26,"In elevated market, Warren Buffett is missing from the chatter. That doesn't mean his views are any less clear",-1,"In elevated market, Warren Buffett is missing from the chatter. That doesn't mean his views are any less clear. Commentary: Judging by the record haul of cash he's hoarding, it's safe to assume he doesn't expect the market to remain elevated forever"
15,Research firm says Western Canada will need to cut oil production by more than 10%,2020-03-27,Alberta's economic decline will be the 'most severe' the province has ever seen: RBC,-1,Alberta's economic decline will be the 'most severe' the province has ever seen: RBC. Research firm says Western Canada will need to cut oil production by more than 10%
10,Shares surge to a record after CTO says company is doing 'Black Friday level traffic' daily,2020-04-17,Shopify just leapfrogged Brookfield to become the third-largest company in Canada,1,Shopify just leapfrogged Brookfield to become the third-largest company in Canada. Shares surge to a record after CTO says company is doing 'Black Friday level traffic' daily
50,"TD Bank will own about 13% of combined company, which will control about control 24 million accounts",2019-11-25,TD Ameritrade to be bought by Charles Schwab in $26B brokerage blockbuster,1,"TD Ameritrade to be bought by Charles Schwab in $26B brokerage blockbuster. TD Bank will own about 13% of combined company, which will control about control 24 million accounts"
34,Tenants' advocates worry critical housing shortage will lead to 'renters finding¬†themselves on the streets',2020-01-16,"Now is the time for action,' says Mayor Val√©rie Plante, as Montreal vacancy rate hits 15-year low",0,"Now is the time for action,' says Mayor Val√©rie Plante, as Montreal vacancy rate hits 15-year low. Tenants' advocates worry critical housing shortage will lead to 'renters finding¬†themselves on the streets'"
52,The $1.42-billion US deal will be the ninth cloud-focused acquisition for the Canadian-based company,2019-11-11,OpenText Corp. to buy cloud-focused Carbonite Inc. in billion dollar deal,1,OpenText Corp. to buy cloud-focused Carbonite Inc. in billion dollar deal. The $1.42-billion US deal will be the ninth cloud-focused acquisition for the Canadian-based company
92,"'You have to be very, very brave to call the top for the tech sector'",2019-06-05,Are tech's glory days over? This US$442 billion money manager thinks so,-1,"Are tech's glory days over? This US$442 billion money manager thinks so. 'You have to be very, very brave to call the top for the tech sector'"
72,With training camps fast approaching these valued vets are worth watching,2019-08-14,NHL free agency: Plenty of talented players still up for grabs,0,NHL free agency: Plenty of talented players still up for grabs. With training camps fast approaching these valued vets are worth watching
37,"Central bank noted U.S. economy 'showing resilience' despite trade war, according to minutes of Dec. meeting",2020-01-03,Fed saw last month less risk of U.S. recession,1,"Fed saw last month less risk of U.S. recession. Central bank noted U.S. economy 'showing resilience' despite trade war, according to minutes of Dec. meeting"
114,"The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement.",2018-11-23,U.S. pot rush continues as DionyMed prepares to list in Canada,1,"U.S. pot rush continues as DionyMed prepares to list in Canada. The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement."
104,"Right now, he says, there's a spirit of thinking the lengthy bull market 'ought to come to an end soon'",2019-02-12,"Recession risk looks elevated, says Nobel economist Robert Shiller",-1,"Recession risk looks elevated, says Nobel economist Robert Shiller. Right now, he says, there's a spirit of thinking the lengthy bull market 'ought to come to an end soon'"
114,"The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement.",2018-11-23,U.S. pot rush continues as DionyMed prepares to list in Canada,1,"U.S. pot rush continues as DionyMed prepares to list in Canada. The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement."
33,Some fund managers say they're wondering if now is the time to cash in,2020-01-17,"Google parent, Alphabet, just became trillion-dollar company",1,"Google parent, Alphabet, just became trillion-dollar company. Some fund managers say they're wondering if now is the time to cash in"
34,Tenants' advocates worry critical housing shortage will lead to 'renters finding¬†themselves on the streets',2020-01-16,"Now is the time for action,' says Mayor Val√©rie Plante, as Montreal vacancy rate hits 15-year low",0,"Now is the time for action,' says Mayor Val√©rie Plante, as Montreal vacancy rate hits 15-year low. Tenants' advocates worry critical housing shortage will lead to 'renters finding¬†themselves on the streets'"
45,"Canada's Food Price Report 2020 cites changing weather patterns, 'elephant in the room,' as big factor",2019-12-04,"Canadian families will pay nearly $500 more in 2020 for food, report says",0,"Canadian families will pay nearly $500 more in 2020 for food, report says. Canada's Food Price Report 2020 cites changing weather patterns, 'elephant in the room,' as big factor"
91,"Company shuttered its Montreal sales office in March, and local businesses say it's been hard to get in touch",2019-06-07,Quebec business owners say Groupon owes them cash as its northern presence fades,0,"Quebec business owners say Groupon owes them cash as its northern presence fades. Company shuttered its Montreal sales office in March, and local businesses say it's been hard to get in touch"
66,"I think this kind of a catch-your-breath moment for the markets, analyst said",2019-09-23,"TSX falls from record high after a week of gains, U.S. markets mixed",-1,"TSX falls from record high after a week of gains, U.S. markets mixed. I think this kind of a catch-your-breath moment for the markets, analyst said"
90,"President Donald Trump, gearing up for the official start of his 2020 campaign, warned that the U.S. would face an epic stock market crash if he’s not re-elected.",2019-06-15,Trump warns of epic stock market crash if he's not re-elected,0,"Trump warns of epic stock market crash if he's not re-elected. President Donald Trump, gearing up for the official start of his 2020 campaign, warned that the U.S. would face an epic stock market crash if he’s not re-elected."
27,"Earnings affected by drop in production, costs of rolling out edibles and vapes",2020-02-13,"Aurora Cannabis reports quarterly loss following layoffs, writedown and CEO departure",-1,"Aurora Cannabis reports quarterly loss following layoffs, writedown and CEO departure. Earnings affected by drop in production, costs of rolling out edibles and vapes"
27,"Earnings affected by drop in production, costs of rolling out edibles and vapes",2020-02-13,"Aurora Cannabis reports quarterly loss following layoffs, writedown and CEO departure",-1,"Aurora Cannabis reports quarterly loss following layoffs, writedown and CEO departure. Earnings affected by drop in production, costs of rolling out edibles and vapes"
114,"The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement.",2018-11-23,U.S. pot rush continues as DionyMed prepares to list in Canada,1,"U.S. pot rush continues as DionyMed prepares to list in Canada. The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement."
8,"Shopify's shares jumped as much as 7.8 per cent, pushing its market value over the $100 billion mark",2020-04-20,Shopify pushes past TD to become Canada's second-biggest stock,1,"Shopify pushes past TD to become Canada's second-biggest stock. Shopify's shares jumped as much as 7.8 per cent, pushing its market value over the $100 billion mark"
60,The U.S. held off on tariffs set to kick in Tuesday but has yet to cancel plans for more tariffs in December,2019-10-16,U.S. stock indexes wobble as traders turn cautious over trade,-1,U.S. stock indexes wobble as traders turn cautious over trade. The U.S. held off on tariffs set to kick in Tuesday but has yet to cancel plans for more tariffs in December
102,"The decision of the world’s largest sovereign wealth fund to reduce holdings in oil stocks wasn’t as far-reaching as the industry feared, but dealt a symbolic blow to fossil fuels that will reverberate for energy companies and their investors.",2019-03-08,Norway deals a blow to an oil industry that's quickly losing friends,-1,"Norway deals a blow to an oil industry that's quickly losing friends. The decision of the world’s largest sovereign wealth fund to reduce holdings in oil stocks wasn’t as far-reaching as the industry feared, but dealt a symbolic blow to fossil fuels that will reverberate for energy companies and their investors."
9,The week is ending on an upbeat note after the White House set guidelines to reopen the economy,2020-04-17,Stocks surge higher on report that Gilead drug is helping COVID-19 patients,1,Stocks surge higher on report that Gilead drug is helping COVID-19 patients. The week is ending on an upbeat note after the White House set guidelines to reopen the economy
40,"Tenants will begin moving in this week, mayor says",2019-12-15,Brand new TCHC residence opens in Regent Park just in time for the holidays,0,"Brand new TCHC residence opens in Regent Park just in time for the holidays. Tenants will begin moving in this week, mayor says"
65,"Lender is considering issuing two residential mortgage-backed securities each year, helping to establish private RMBS market in Canada",2019-09-24,Home Capital gives Canada’s mortgage-backed market a boost,0,"Home Capital gives Canada’s mortgage-backed market a boost. Lender is considering issuing two residential mortgage-backed securities each year, helping to establish private RMBS market in Canada"
94,"From sorrel sauce to berry cordials to a new kind of pesto, here‚Äôs how to make the most of it",2019-06-04,"What to cook in June: Spring's bounty of sorrel, radishes, garlic scapes and strawberries is finally here",0,"What to cook in June: Spring's bounty of sorrel, radishes, garlic scapes and strawberries is finally here. From sorrel sauce to berry cordials to a new kind of pesto, here‚Äôs how to make the most of it"
102,"The decision of the world’s largest sovereign wealth fund to reduce holdings in oil stocks wasn’t as far-reaching as the industry feared, but dealt a symbolic blow to fossil fuels that will reverberate for energy companies and their investors.",2019-03-08,Norway deals a blow to an oil industry that's quickly losing friends,-1,"Norway deals a blow to an oil industry that's quickly losing friends. The decision of the world’s largest sovereign wealth fund to reduce holdings in oil stocks wasn’t as far-reaching as the industry feared, but dealt a symbolic blow to fossil fuels that will reverberate for energy companies and their investors."
3,Expect pre-appointment telephone screening and sparsely furnished waiting rooms,2020-05-09,This is what a trip to the dentist could look like in B.C. when offices reopen,0,This is what a trip to the dentist could look like in B.C. when offices reopen. Expect pre-appointment telephone screening and sparsely furnished waiting rooms
40,"Tenants will begin moving in this week, mayor says",2019-12-15,Brand new TCHC residence opens in Regent Park just in time for the holidays,0,"Brand new TCHC residence opens in Regent Park just in time for the holidays. Tenants will begin moving in this week, mayor says"
40,"Tenants will begin moving in this week, mayor says",2019-12-15,Brand new TCHC residence opens in Regent Park just in time for the holidays,0,"Brand new TCHC residence opens in Regent Park just in time for the holidays. Tenants will begin moving in this week, mayor says"
22,Boost comes from news that finance ministers and bankers to hold teleconference on coronavirus response Tuesday,2020-03-02,TSX snaps six-day losing streak as global stocks rally on central bank hopes,1,TSX snaps six-day losing streak as global stocks rally on central bank hopes. Boost comes from news that finance ministers and bankers to hold teleconference on coronavirus response Tuesday
25,Net income rises 3.5 per cent to $2.33 billion,2020-02-25,Scotiabank profit tops estimates in revival of capital markets,1,Scotiabank profit tops estimates in revival of capital markets. Net income rises 3.5 per cent to $2.33 billion
5,U.S. and China in spat over origin of the coronavirus,2020-05-04,"Stocks are falling today as investors worry rise in China, U.S. tensions will derail rebound",-1,"Stocks are falling today as investors worry rise in China, U.S. tensions will derail rebound. U.S. and China in spat over origin of the coronavirus"
18,Top regulators and executives of exchange firms have come out in favour of keeping markets open,2020-03-17,"U.S. plans to keep markets open, but considering shorter trading hours",0,"U.S. plans to keep markets open, but considering shorter trading hours. Top regulators and executives of exchange firms have come out in favour of keeping markets open"
9,The week is ending on an upbeat note after the White House set guidelines to reopen the economy,2020-04-17,Stocks surge higher on report that Gilead drug is helping COVID-19 patients,1,Stocks surge higher on report that Gilead drug is helping COVID-19 patients. The week is ending on an upbeat note after the White House set guidelines to reopen the economy
67,Strength of banks and oil companies driving recent gains,2019-09-20,TSX closes at record high as oil rally continues,1,TSX closes at record high as oil rally continues. Strength of banks and oil companies driving recent gains
84,"Company cautions consumers to expect shortages, analyst warns of financial impact",2019-07-08,CannTrust's cannabis sales put on hold by Health Canada for unlicensed growing,-1,"CannTrust's cannabis sales put on hold by Health Canada for unlicensed growing. Company cautions consumers to expect shortages, analyst warns of financial impact"
31,"While it's too early to assess the full impact, it will definitely have economic repercussions",2020-01-31,What China's unexpected coronavirus contagion could mean for Canada,0,"What China's unexpected coronavirus contagion could mean for Canada. While it's too early to assess the full impact, it will definitely have economic repercussions"
93,"Officials didn't say which firms are being investigated, as shares in Facebook, Google, Amazon and Apple fall",2019-06-04,U.S. Congress launches antitrust probe into big tech companies,-1,"U.S. Congress launches antitrust probe into big tech companies. Officials didn't say which firms are being investigated, as shares in Facebook, Google, Amazon and Apple fall"
57,Financial rescue package from Japanese tech giant offers Adam Neumann 'a golden helicopter',2019-10-23,WeWork co-founder pushed aside in $5B SoftBank takeover,-1,WeWork co-founder pushed aside in $5B SoftBank takeover. Financial rescue package from Japanese tech giant offers Adam Neumann 'a golden helicopter'
52,The $1.42-billion US deal will be the ninth cloud-focused acquisition for the Canadian-based company,2019-11-11,OpenText Corp. to buy cloud-focused Carbonite Inc. in billion dollar deal,1,OpenText Corp. to buy cloud-focused Carbonite Inc. in billion dollar deal. The $1.42-billion US deal will be the ninth cloud-focused acquisition for the Canadian-based company
52,The $1.42-billion US deal will be the ninth cloud-focused acquisition for the Canadian-based company,2019-11-11,OpenText Corp. to buy cloud-focused Carbonite Inc. in billion dollar deal,1,OpenText Corp. to buy cloud-focused Carbonite Inc. in billion dollar deal. The $1.42-billion US deal will be the ninth cloud-focused acquisition for the Canadian-based company
76,Ride-hailing giant said it paid $3.9 billion in stock-based compensation and expenses during the quarter,2019-08-08,Uber loses $5.24B in Q2 after post-IPO stock payouts,-1,Uber loses $5.24B in Q2 after post-IPO stock payouts. Ride-hailing giant said it paid $3.9 billion in stock-based compensation and expenses during the quarter
46,BMO hikes dividend as earnings beat expectations,2019-12-03,Bank of Montreal slashes workforce in deepest cuts the industry has seen in years,1,Bank of Montreal slashes workforce in deepest cuts the industry has seen in years. BMO hikes dividend as earnings beat expectations
114,"The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement.",2018-11-23,U.S. pot rush continues as DionyMed prepares to list in Canada,1,"U.S. pot rush continues as DionyMed prepares to list in Canada. The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement."
76,Ride-hailing giant said it paid $3.9 billion in stock-based compensation and expenses during the quarter,2019-08-08,Uber loses $5.24B in Q2 after post-IPO stock payouts,-1,Uber loses $5.24B in Q2 after post-IPO stock payouts. Ride-hailing giant said it paid $3.9 billion in stock-based compensation and expenses during the quarter
47,Local foodie eats his way through Regina to share his take on what‚Äôs good,2019-11-28,Cabbage rolls by the thousand: Peg's Kitchen's success lies in bringing 'down-home' Sask. cooking to the city,0,Cabbage rolls by the thousand: Peg's Kitchen's success lies in bringing 'down-home' Sask. cooking to the city. Local foodie eats his way through Regina to share his take on what‚Äôs good
112,"Apple Inc. analysts expect continued volatility as the company grapples with the prospect of slowing iPhone sales and tariffs against mobile devices made in China, but they also see an opportunity emerging after the biggest monthly decline for the stock in more than a decade.",2018-11-28,Apple bulls see long-term potential despite recent ‘horror show’,-1,"Apple bulls see long-term potential despite recent ‘horror show’. Apple Inc. analysts expect continued volatility as the company grapples with the prospect of slowing iPhone sales and tariffs against mobile devices made in China, but they also see an opportunity emerging after the biggest monthly decline for the stock in more than a decade."
9,The week is ending on an upbeat note after the White House set guidelines to reopen the economy,2020-04-17,Stocks surge higher on report that Gilead drug is helping COVID-19 patients,1,Stocks surge higher on report that Gilead drug is helping COVID-19 patients. The week is ending on an upbeat note after the White House set guidelines to reopen the economy
52,The $1.42-billion US deal will be the ninth cloud-focused acquisition for the Canadian-based company,2019-11-11,OpenText Corp. to buy cloud-focused Carbonite Inc. in billion dollar deal,1,OpenText Corp. to buy cloud-focused Carbonite Inc. in billion dollar deal. The $1.42-billion US deal will be the ninth cloud-focused acquisition for the Canadian-based company
37,"Central bank noted U.S. economy 'showing resilience' despite trade war, according to minutes of Dec. meeting",2020-01-03,Fed saw last month less risk of U.S. recession,1,"Fed saw last month less risk of U.S. recession. Central bank noted U.S. economy 'showing resilience' despite trade war, according to minutes of Dec. meeting"
15,Research firm says Western Canada will need to cut oil production by more than 10%,2020-03-27,Alberta's economic decline will be the 'most severe' the province has ever seen: RBC,-1,Alberta's economic decline will be the 'most severe' the province has ever seen: RBC. Research firm says Western Canada will need to cut oil production by more than 10%
74,Kicking the tires on the federal party's new energy and environment plan,2019-08-12,OPINION | Greens' climate plan adds up to Mission: Improbable,0,OPINION | Greens' climate plan adds up to Mission: Improbable. Kicking the tires on the federal party's new energy and environment plan
57,Financial rescue package from Japanese tech giant offers Adam Neumann 'a golden helicopter',2019-10-23,WeWork co-founder pushed aside in $5B SoftBank takeover,-1,WeWork co-founder pushed aside in $5B SoftBank takeover. Financial rescue package from Japanese tech giant offers Adam Neumann 'a golden helicopter'
48,"The U.S. stock market's record-setting rally will lose some steam in 2020, with the risk of a pullback increasing in the next few months",2019-11-27,"RBC sees stock turbulence ahead as S&P 500 pushes toward 3,350",-1,"RBC sees stock turbulence ahead as S&P 500 pushes toward 3,350. The U.S. stock market's record-setting rally will lose some steam in 2020, with the risk of a pullback increasing in the next few months"
119,"Crypto stocks were all the rage last year, until they weren’t. Will cannabis companies meet the same fate?",2018-09-19,Hype around pot stocks has echoes of crypto craze,0,"Hype around pot stocks has echoes of crypto craze. Crypto stocks were all the rage last year, until they weren’t. Will cannabis companies meet the same fate?"
