,Unnamed: 0,source,title_desc,publishedAt,title_desc_sent_1
63,63,BNN Bloomberg,"Trudeau promises new speculation tax on foreign buyers if re-elected. Liberal Party Leader Justin Trudeau said if re-elected his government would introduce new measures aimed at improving housing affordability, which would include a federal speculation tax on non-residents.",2019-09-12,-1
105,105,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Montreal poised to overtake Vancouver as Canada’s second largest housing market. January saw home sales in Montreal climb the fastest in a decade as lower prices and a booming economy lured buyers,2019-02-19,1
56,56,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Liberals face tough battle over wallets in key part of Ontario that will decide Trudeau's fate. The sprawling suburbs around Toronto the Liberals swept in 2015 are turning to the Conservatives as the cost of living soars,2019-10-09,1
96,96,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","How Vancouver became the world’s 'laundromat for foreign organized crime’. From Vancouver penthouses to Whistler chalets, $7 billion in dirty money was funnelled through the province last year",2019-05-10,-1
55,55,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",From binge to bust: A Canadian oil town lines up at the food bank. Fort McMurray has become a showcase for the debt troubles many Canadians are facing,2019-10-11,0
22,22,CBC,Details scarce on NB Power plan to begin building solar-powered neighbourhood this year. Utility to spend millions on 100 solar-powered houses in Halls Creek area of Moncton,2020-02-19,0
6,6,CBC,"Where is the N.W.T.'s $21.5M COVID-19 relief package coming from?. In a lot of aspects ... it’s money that we’re not taking in,' said N.W.T. Finance Minister Caroline Wawzonek",2020-04-09,0
73,73,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Toronto home sales jump 24%, prices climb amid housing supply crunch. The benchmark price rose 4.4 per cent to $800,900, largely driven by gains in the condo segment",2019-08-06,1
26,26,CBC,"As London's homeless problem grows, so do attempts to find solutions. Representatives of churches, charities, shelters and aid agencies met to cook up ideas for the cause",2020-01-29,0
17,17,Bloomberg News,U.S. mortgage rates sink to a record low on COVID-19 fears. Rates for 30-year U.S. mortgages tumbled to the lowest on record as fears of a blow to the economy from the coronavirus sent investors rushing to the safety of Treasuries.,2020-03-05,0
27,27,Bloomberg News,This could be America's priciest home ever — if it can find a buyer. America's priciest home is finally getting its finishing touches.,2020-01-29,0
70,70,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Canfor soars 70% on billionaire Jim Pattison’s bid to take it private. Already owns about 51 per cent of Canfor's shares,2019-08-12,0
84,84,CBC,"As Montreal families desperately hunt for affordable housing, advocates warn of looming crisis. New rules for developers will come into effect in 2 years, but new homes can't be built fast enough for some",2019-06-15,1
68,68,CBC,"Home sales climb higher in July, Canadian Real Estate Association reports. Sales up in most large markets, including Calgary, Edmonton, Toronto, Montreal, B.C. Lower Mainland",2019-08-15,1
4,4,CBC,"Home sales fell 14% in March as COVID-19 settled in, CREA says. Average selling price basically unchanged from February, but sales were way down",2020-04-15,-1
111,111,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees. Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency",2018-12-20,-1
47,47,CBC,"She fled domestic abuse. Now she and her daughter are victims of the housing crisis. Shelters are full, wait lists are long and market rents are too high for most single mothers",2019-11-12,1
5,5,CBC,What it's like being 30 and going through the 3rd recession of your adult life. Millennials who coped with previous economic downturns share tips on surviving,2020-04-14,-1
51,51,CBC,"Wood Buffalo council will lobby province over condo insurance crisis. Some condo owners forced to pay $6,000 more each year for insurance",2019-10-25,1
89,89,CBC,"New parking fees come into effect this weekend on Granville Island. Parking during peak times will cost $3 an hour during the summer, $2 an hour the rest of the year",2019-06-01,0
103,103,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Why central banks — including Canada's — are finding it so hard to get interest rates back to 'normal' territory. Bank of Canada Governor Stephen Poloz acknowledges he's getting heat over higher borrowing costs from Canadians themselves,2019-03-14,0
46,46,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Crackdown on dirty money in Vancouver real estate continues with creation of new watchdog. British Columbia to introduce legislation late next year that would establish a joint financial-services and real estate watchdog by spring 2021,2019-11-12,-1
83,83,CBC,"We're anxious to get it in the ground': Pipe yards fill ahead of federal decision on Trans Mountain expansion. Trains, trucks deliver pipes to Alberta and B.C. for delayed pipeline project",2019-06-17,0
90,90,CBC,Why the Fiat Chrysler-Renault merger proposal is more shotgun wedding than fairy-tale romance. Newsletter: A closer look at the day's most notable stories,2019-05-27,0
29,29,Bloomberg News,"Dwindling Toronto supply drags Canadian home sales lower. Canadian home sales dropped in December, but prices continued to rise as demand outstripped a dwindling supply of units available for purchase, particularly in Toronto.",2020-01-15,1
108,108,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",More people are going broke in Canada as interest rates rise. It's a worrying sign for an economy that has relied so heavily on consumer spending and the housing market to drive growth,2019-01-08,-1
