,description,publishedAt,title,title_desc_sent_1,title_desc
80,Gavin Hattersley will replace Mark Hunter as Molson Coors Brewing Co. CEO who retires next month,2019-07-31,New Molson Coors CEO to address flat beer market with spiked seltzers,-1,New Molson Coors CEO to address flat beer market with spiked seltzers. Gavin Hattersley will replace Mark Hunter as Molson Coors Brewing Co. CEO who retires next month
1,"Legendary investors Stan Druckenmiller and David Tepper the latest to weigh in, saying risk-reward of holding shares worst they've seen in years",2020-05-14,'Stocks are overvalued': Wall Street heavyweights sound the alarm about markets,-1,"'Stocks are overvalued': Wall Street heavyweights sound the alarm about markets. Legendary investors Stan Druckenmiller and David Tepper the latest to weigh in, saying risk-reward of holding shares worst they've seen in years"
66,"I think this kind of a catch-your-breath moment for the markets, analyst said",2019-09-23,"TSX falls from record high after a week of gains, U.S. markets mixed",-1,"TSX falls from record high after a week of gains, U.S. markets mixed. I think this kind of a catch-your-breath moment for the markets, analyst said"
66,"I think this kind of a catch-your-breath moment for the markets, analyst said",2019-09-23,"TSX falls from record high after a week of gains, U.S. markets mixed",-1,"TSX falls from record high after a week of gains, U.S. markets mixed. I think this kind of a catch-your-breath moment for the markets, analyst said"
109,"As a turbulent December in equity markets draws to a close, there’s one thing traders and investors can agree on: these are not usual times, especially for this time of year.",2018-12-27,‘Completely bizarre’ stock moves leave traders scratching heads,-1,"‘Completely bizarre’ stock moves leave traders scratching heads. As a turbulent December in equity markets draws to a close, there’s one thing traders and investors can agree on: these are not usual times, especially for this time of year."
112,"Apple Inc. analysts expect continued volatility as the company grapples with the prospect of slowing iPhone sales and tariffs against mobile devices made in China, but they also see an opportunity emerging after the biggest monthly decline for the stock in more than a decade.",2018-11-28,Apple bulls see long-term potential despite recent ‘horror show’,-1,"Apple bulls see long-term potential despite recent ‘horror show’. Apple Inc. analysts expect continued volatility as the company grapples with the prospect of slowing iPhone sales and tariffs against mobile devices made in China, but they also see an opportunity emerging after the biggest monthly decline for the stock in more than a decade."
97,"Stephen Poloz has inverted Canada’s yield curve. The central bank’s decision to remove a bias to higher interest rates pushed longer-term government bond yields lower, dropping them below short-term debt.",2019-04-24,Poloz inverts Canada’s yield curve by removing rate-hike bias,-1,"Poloz inverts Canada’s yield curve by removing rate-hike bias. Stephen Poloz has inverted Canada’s yield curve. The central bank’s decision to remove a bias to higher interest rates pushed longer-term government bond yields lower, dropping them below short-term debt."
116,The rout in Chinese equities is throwing the spotlight on US$613 billion of shares pledged as collateral for loans.,2018-10-16,China’s stock rout puts US$613B of share pledges at risk,-1,China’s stock rout puts US$613B of share pledges at risk. The rout in Chinese equities is throwing the spotlight on US$613 billion of shares pledged as collateral for loans.
109,"As a turbulent December in equity markets draws to a close, there’s one thing traders and investors can agree on: these are not usual times, especially for this time of year.",2018-12-27,‘Completely bizarre’ stock moves leave traders scratching heads,-1,"‘Completely bizarre’ stock moves leave traders scratching heads. As a turbulent December in equity markets draws to a close, there’s one thing traders and investors can agree on: these are not usual times, especially for this time of year."
76,Ride-hailing giant said it paid $3.9 billion in stock-based compensation and expenses during the quarter,2019-08-08,Uber loses $5.24B in Q2 after post-IPO stock payouts,-1,Uber loses $5.24B in Q2 after post-IPO stock payouts. Ride-hailing giant said it paid $3.9 billion in stock-based compensation and expenses during the quarter
57,Financial rescue package from Japanese tech giant offers Adam Neumann 'a golden helicopter',2019-10-23,WeWork co-founder pushed aside in $5B SoftBank takeover,-1,WeWork co-founder pushed aside in $5B SoftBank takeover. Financial rescue package from Japanese tech giant offers Adam Neumann 'a golden helicopter'
112,"Apple Inc. analysts expect continued volatility as the company grapples with the prospect of slowing iPhone sales and tariffs against mobile devices made in China, but they also see an opportunity emerging after the biggest monthly decline for the stock in more than a decade.",2018-11-28,Apple bulls see long-term potential despite recent ‘horror show’,-1,"Apple bulls see long-term potential despite recent ‘horror show’. Apple Inc. analysts expect continued volatility as the company grapples with the prospect of slowing iPhone sales and tariffs against mobile devices made in China, but they also see an opportunity emerging after the biggest monthly decline for the stock in more than a decade."
115,"Chinese equities have already lost US$3 trillion in market value since January, and hopes for better days ahead are fading.",2018-10-26,Here are the reasons China's equity rout is getting even worse,-1,"Here are the reasons China's equity rout is getting even worse. Chinese equities have already lost US$3 trillion in market value since January, and hopes for better days ahead are fading."
109,"As a turbulent December in equity markets draws to a close, there’s one thing traders and investors can agree on: these are not usual times, especially for this time of year.",2018-12-27,‘Completely bizarre’ stock moves leave traders scratching heads,-1,"‘Completely bizarre’ stock moves leave traders scratching heads. As a turbulent December in equity markets draws to a close, there’s one thing traders and investors can agree on: these are not usual times, especially for this time of year."
27,"Earnings affected by drop in production, costs of rolling out edibles and vapes",2020-02-13,"Aurora Cannabis reports quarterly loss following layoffs, writedown and CEO departure",-1,"Aurora Cannabis reports quarterly loss following layoffs, writedown and CEO departure. Earnings affected by drop in production, costs of rolling out edibles and vapes"
51,"Shifting strategies and inconsistencies have frustrated investors, including a mortgage misstep that saw CIBC go from leader to laggard in two years",2019-11-19,CIBC’s 'day late and a dollar short' missteps turn investors off,-1,"CIBC’s 'day late and a dollar short' missteps turn investors off. Shifting strategies and inconsistencies have frustrated investors, including a mortgage misstep that saw CIBC go from leader to laggard in two years"
111,Stocks go south and President Donald Trump goes quiet.,2018-12-06,Trump hasn’t tweeted about the stock market since Nov. 12,-1,Trump hasn’t tweeted about the stock market since Nov. 12. Stocks go south and President Donald Trump goes quiet.
115,"Chinese equities have already lost US$3 trillion in market value since January, and hopes for better days ahead are fading.",2018-10-26,Here are the reasons China's equity rout is getting even worse,-1,"Here are the reasons China's equity rout is getting even worse. Chinese equities have already lost US$3 trillion in market value since January, and hopes for better days ahead are fading."
106,Oil cuts that boosted price send clear signal 'You can't grow. Don't even try',2019-01-21,Why are energy stocks so cold when Canadian oil prices are so hot?,-1,Why are energy stocks so cold when Canadian oil prices are so hot?. Oil cuts that boosted price send clear signal 'You can't grow. Don't even try'
112,"Apple Inc. analysts expect continued volatility as the company grapples with the prospect of slowing iPhone sales and tariffs against mobile devices made in China, but they also see an opportunity emerging after the biggest monthly decline for the stock in more than a decade.",2018-11-28,Apple bulls see long-term potential despite recent ‘horror show’,-1,"Apple bulls see long-term potential despite recent ‘horror show’. Apple Inc. analysts expect continued volatility as the company grapples with the prospect of slowing iPhone sales and tariffs against mobile devices made in China, but they also see an opportunity emerging after the biggest monthly decline for the stock in more than a decade."
15,Research firm says Western Canada will need to cut oil production by more than 10%,2020-03-27,Alberta's economic decline will be the 'most severe' the province has ever seen: RBC,-1,Alberta's economic decline will be the 'most severe' the province has ever seen: RBC. Research firm says Western Canada will need to cut oil production by more than 10%
27,"Earnings affected by drop in production, costs of rolling out edibles and vapes",2020-02-13,"Aurora Cannabis reports quarterly loss following layoffs, writedown and CEO departure",-1,"Aurora Cannabis reports quarterly loss following layoffs, writedown and CEO departure. Earnings affected by drop in production, costs of rolling out edibles and vapes"
60,The U.S. held off on tariffs set to kick in Tuesday but has yet to cancel plans for more tariffs in December,2019-10-16,U.S. stock indexes wobble as traders turn cautious over trade,-1,U.S. stock indexes wobble as traders turn cautious over trade. The U.S. held off on tariffs set to kick in Tuesday but has yet to cancel plans for more tariffs in December
57,Financial rescue package from Japanese tech giant offers Adam Neumann 'a golden helicopter',2019-10-23,WeWork co-founder pushed aside in $5B SoftBank takeover,-1,WeWork co-founder pushed aside in $5B SoftBank takeover. Financial rescue package from Japanese tech giant offers Adam Neumann 'a golden helicopter'
92,"'You have to be very, very brave to call the top for the tech sector'",2019-06-05,Are tech's glory days over? This US$442 billion money manager thinks so,-1,"Are tech's glory days over? This US$442 billion money manager thinks so. 'You have to be very, very brave to call the top for the tech sector'"
27,"Earnings affected by drop in production, costs of rolling out edibles and vapes",2020-02-13,"Aurora Cannabis reports quarterly loss following layoffs, writedown and CEO departure",-1,"Aurora Cannabis reports quarterly loss following layoffs, writedown and CEO departure. Earnings affected by drop in production, costs of rolling out edibles and vapes"
20,"This is one of the biggest shocks we've seen in the last 40 years,' analyst says",2020-03-12,"Crude price plummet raises spectre of spending cuts, job losses in Canadian oilpatch",-1,"Crude price plummet raises spectre of spending cuts, job losses in Canadian oilpatch. This is one of the biggest shocks we've seen in the last 40 years,' analyst says"
6,'Earnings continued to be a minefield',2020-05-01,So much for this week’s rally: U.S. stocks erase gain on profit warnings,-1,So much for this week’s rally: U.S. stocks erase gain on profit warnings. 'Earnings continued to be a minefield'
71,"Commentary: Judging by the record haul of cash he's hoarding, it's safe to assume he doesn't expect the market to remain elevated forever",2019-08-26,"In elevated market, Warren Buffett is missing from the chatter. That doesn't mean his views are any less clear",-1,"In elevated market, Warren Buffett is missing from the chatter. That doesn't mean his views are any less clear. Commentary: Judging by the record haul of cash he's hoarding, it's safe to assume he doesn't expect the market to remain elevated forever"
71,"Commentary: Judging by the record haul of cash he's hoarding, it's safe to assume he doesn't expect the market to remain elevated forever",2019-08-26,"In elevated market, Warren Buffett is missing from the chatter. That doesn't mean his views are any less clear",-1,"In elevated market, Warren Buffett is missing from the chatter. That doesn't mean his views are any less clear. Commentary: Judging by the record haul of cash he's hoarding, it's safe to assume he doesn't expect the market to remain elevated forever"
102,"The decision of the world’s largest sovereign wealth fund to reduce holdings in oil stocks wasn’t as far-reaching as the industry feared, but dealt a symbolic blow to fossil fuels that will reverberate for energy companies and their investors.",2019-03-08,Norway deals a blow to an oil industry that's quickly losing friends,-1,"Norway deals a blow to an oil industry that's quickly losing friends. The decision of the world’s largest sovereign wealth fund to reduce holdings in oil stocks wasn’t as far-reaching as the industry feared, but dealt a symbolic blow to fossil fuels that will reverberate for energy companies and their investors."
39,Jim Pattison Group's $16-per-share offer had just 45% support from lumber producer's minority shareholders,2019-12-17,Canfor privatization deal called off after failing to win shareholder support,-1,Canfor privatization deal called off after failing to win shareholder support. Jim Pattison Group's $16-per-share offer had just 45% support from lumber producer's minority shareholders
106,Oil cuts that boosted price send clear signal 'You can't grow. Don't even try',2019-01-21,Why are energy stocks so cold when Canadian oil prices are so hot?,-1,Why are energy stocks so cold when Canadian oil prices are so hot?. Oil cuts that boosted price send clear signal 'You can't grow. Don't even try'
106,Oil cuts that boosted price send clear signal 'You can't grow. Don't even try',2019-01-21,Why are energy stocks so cold when Canadian oil prices are so hot?,-1,Why are energy stocks so cold when Canadian oil prices are so hot?. Oil cuts that boosted price send clear signal 'You can't grow. Don't even try'
93,"Officials didn't say which firms are being investigated, as shares in Facebook, Google, Amazon and Apple fall",2019-06-04,U.S. Congress launches antitrust probe into big tech companies,-1,"U.S. Congress launches antitrust probe into big tech companies. Officials didn't say which firms are being investigated, as shares in Facebook, Google, Amazon and Apple fall"
84,"Company cautions consumers to expect shortages, analyst warns of financial impact",2019-07-08,CannTrust's cannabis sales put on hold by Health Canada for unlicensed growing,-1,"CannTrust's cannabis sales put on hold by Health Canada for unlicensed growing. Company cautions consumers to expect shortages, analyst warns of financial impact"
51,"Shifting strategies and inconsistencies have frustrated investors, including a mortgage misstep that saw CIBC go from leader to laggard in two years",2019-11-19,CIBC’s 'day late and a dollar short' missteps turn investors off,-1,"CIBC’s 'day late and a dollar short' missteps turn investors off. Shifting strategies and inconsistencies have frustrated investors, including a mortgage misstep that saw CIBC go from leader to laggard in two years"
21,Current plan is for construction of mine to start in 2021 and to open in 2024,2020-03-02,"Ring of Fire was 'overhyped,' but still 'worth the effort' says Noront Resources",0,"Ring of Fire was 'overhyped,' but still 'worth the effort' says Noront Resources. Current plan is for construction of mine to start in 2021 and to open in 2024"
94,"From sorrel sauce to berry cordials to a new kind of pesto, here‚Äôs how to make the most of it",2019-06-04,"What to cook in June: Spring's bounty of sorrel, radishes, garlic scapes and strawberries is finally here",0,"What to cook in June: Spring's bounty of sorrel, radishes, garlic scapes and strawberries is finally here. From sorrel sauce to berry cordials to a new kind of pesto, here‚Äôs how to make the most of it"
7,"From food and drink to working out, nearly everything has changed because of the pandemic",2020-04-21,How Sask. businesses are 'navigating the unknown' and adapting to stay afloat during COVID-19,0,"How Sask. businesses are 'navigating the unknown' and adapting to stay afloat during COVID-19. From food and drink to working out, nearly everything has changed because of the pandemic"
74,Kicking the tires on the federal party's new energy and environment plan,2019-08-12,OPINION | Greens' climate plan adds up to Mission: Improbable,0,OPINION | Greens' climate plan adds up to Mission: Improbable. Kicking the tires on the federal party's new energy and environment plan
85,Crown corporation's annual report released Thursday,2019-07-04,SaskEnergy to launch rebate program for high-efficiency furnaces,0,SaskEnergy to launch rebate program for high-efficiency furnaces. Crown corporation's annual report released Thursday
17,The individualism the U.S. was founded on might not serve it well in the current public health crisis,2020-03-23,Coronavirus puts a spotlight on the moral compass of America,0,Coronavirus puts a spotlight on the moral compass of America. The individualism the U.S. was founded on might not serve it well in the current public health crisis
21,Current plan is for construction of mine to start in 2021 and to open in 2024,2020-03-02,"Ring of Fire was 'overhyped,' but still 'worth the effort' says Noront Resources",0,"Ring of Fire was 'overhyped,' but still 'worth the effort' says Noront Resources. Current plan is for construction of mine to start in 2021 and to open in 2024"
13,Canada had more than 100 confirmed cases on March 11 when pandemic declared,2020-04-11,What's happened in Canada since WHO declared COVID-19 a pandemic,0,What's happened in Canada since WHO declared COVID-19 a pandemic. Canada had more than 100 confirmed cases on March 11 when pandemic declared
77,Average selling price of a home has risen 11% in last 12 months,2019-08-08,Rising Vanier house prices spark gentrification fears,0,Rising Vanier house prices spark gentrification fears. Average selling price of a home has risen 11% in last 12 months
49,"Stock exchanges aren’t what they used to be. You can tell just by stepping onto the floor of the most powerful one in the world, on Wall Street in New York.",2019-11-27,Old stock exchange buildings are being turned into swanky hotels,0,"Old stock exchange buildings are being turned into swanky hotels. Stock exchanges aren’t what they used to be. You can tell just by stepping onto the floor of the most powerful one in the world, on Wall Street in New York."
49,"Stock exchanges aren’t what they used to be. You can tell just by stepping onto the floor of the most powerful one in the world, on Wall Street in New York.",2019-11-27,Old stock exchange buildings are being turned into swanky hotels,0,"Old stock exchange buildings are being turned into swanky hotels. Stock exchanges aren’t what they used to be. You can tell just by stepping onto the floor of the most powerful one in the world, on Wall Street in New York."
95,Quebec engineering giant accused of bribing Libyan officials while Gadhafi in power,2019-05-29,"SNC-Lavalin to stand trial on corruption charges, Quebec judge rules",0,"SNC-Lavalin to stand trial on corruption charges, Quebec judge rules. Quebec engineering giant accused of bribing Libyan officials while Gadhafi in power"
63,The veteran CBC News correspondent took calls from Checkup listeners,2019-09-30,Peter Mansbridge on the federal election and his new CBC documentary,0,Peter Mansbridge on the federal election and his new CBC documentary. The veteran CBC News correspondent took calls from Checkup listeners
2,PM promises help for long-term care facilities after pandemic exposed vulnerabilities,2020-05-13,Seniors to receive up to $500 in a one-time payment to offset added costs due to COVID-19,0,Seniors to receive up to $500 in a one-time payment to offset added costs due to COVID-19. PM promises help for long-term care facilities after pandemic exposed vulnerabilities
95,Quebec engineering giant accused of bribing Libyan officials while Gadhafi in power,2019-05-29,"SNC-Lavalin to stand trial on corruption charges, Quebec judge rules",0,"SNC-Lavalin to stand trial on corruption charges, Quebec judge rules. Quebec engineering giant accused of bribing Libyan officials while Gadhafi in power"
24,Heavy selling may have contributed to the technical problem,2020-02-28,TSX ready for opening bell after early close yesterday over technical issue,0,TSX ready for opening bell after early close yesterday over technical issue. Heavy selling may have contributed to the technical problem
38,Montreal-based company holds 50% stake in Bombardier Sifang Transportation Ltd.,2020-01-02,Bombardier joint venture lands $427 million US contract to build high-speed trains in China,0,Bombardier joint venture lands $427 million US contract to build high-speed trains in China. Montreal-based company holds 50% stake in Bombardier Sifang Transportation Ltd.
98,Policy makers gathered for IMF meeting worry about central bank independence ‘in the most important jurisdiction in the world’,2019-04-15,"Trump is slamming the Fed again, saying stocks should be 5,000-10,000 higher",0,"Trump is slamming the Fed again, saying stocks should be 5,000-10,000 higher. Policy makers gathered for IMF meeting worry about central bank independence ‘in the most important jurisdiction in the world’"
95,Quebec engineering giant accused of bribing Libyan officials while Gadhafi in power,2019-05-29,"SNC-Lavalin to stand trial on corruption charges, Quebec judge rules",0,"SNC-Lavalin to stand trial on corruption charges, Quebec judge rules. Quebec engineering giant accused of bribing Libyan officials while Gadhafi in power"
86,"Billionaire holds 11 per cent of Well Health, 'the WeWork of doctors'",2019-07-04,Li Ka-Shing buys into Canadian startup out to digitize doctors’ outdated paper files,0,"Li Ka-Shing buys into Canadian startup out to digitize doctors’ outdated paper files. Billionaire holds 11 per cent of Well Health, 'the WeWork of doctors'"
41,Americans upped the minimum allowable size of lobster for import in 1989,2019-12-13,The small change that meant big losses for lobstermen,0,The small change that meant big losses for lobstermen. Americans upped the minimum allowable size of lobster for import in 1989
29,"UN agency has been sending testing kits, masks, gloves, respirators and gowns",2020-02-08,"As China deaths hit 722, WHO warns of global shortage of coronavirus protective equipment",0,"As China deaths hit 722, WHO warns of global shortage of coronavirus protective equipment. UN agency has been sending testing kits, masks, gloves, respirators and gowns"
98,Policy makers gathered for IMF meeting worry about central bank independence ‘in the most important jurisdiction in the world’,2019-04-15,"Trump is slamming the Fed again, saying stocks should be 5,000-10,000 higher",0,"Trump is slamming the Fed again, saying stocks should be 5,000-10,000 higher. Policy makers gathered for IMF meeting worry about central bank independence ‘in the most important jurisdiction in the world’"
17,The individualism the U.S. was founded on might not serve it well in the current public health crisis,2020-03-23,Coronavirus puts a spotlight on the moral compass of America,0,Coronavirus puts a spotlight on the moral compass of America. The individualism the U.S. was founded on might not serve it well in the current public health crisis
75,"Gold has risen 4.3 per cent this week, the largest increase since April 2016",2019-08-09,"'The genie is out of the bottle': Gold is having its best week in 3 years after breaching $1,500",0,"'The genie is out of the bottle': Gold is having its best week in 3 years after breaching $1,500. Gold has risen 4.3 per cent this week, the largest increase since April 2016"
35,Bank of Canada Governor Stephen Poloz said losses from the trade conflict are likely to be permanent even if growth picks up,2020-01-09,"U.S.-China pact signals global trade progress, but Poloz says it’s uncertain if Canada will benefit",0,"U.S.-China pact signals global trade progress, but Poloz says it’s uncertain if Canada will benefit. Bank of Canada Governor Stephen Poloz said losses from the trade conflict are likely to be permanent even if growth picks up"
38,Montreal-based company holds 50% stake in Bombardier Sifang Transportation Ltd.,2020-01-02,Bombardier joint venture lands $427 million US contract to build high-speed trains in China,0,Bombardier joint venture lands $427 million US contract to build high-speed trains in China. Montreal-based company holds 50% stake in Bombardier Sifang Transportation Ltd.
86,"Billionaire holds 11 per cent of Well Health, 'the WeWork of doctors'",2019-07-04,Li Ka-Shing buys into Canadian startup out to digitize doctors’ outdated paper files,0,"Li Ka-Shing buys into Canadian startup out to digitize doctors’ outdated paper files. Billionaire holds 11 per cent of Well Health, 'the WeWork of doctors'"
54,"While politicians may choose to ignore climate science, money managers cannot",2019-11-06,The market battle for climate supremacy heats up: Don Pittis,0,"The market battle for climate supremacy heats up: Don Pittis. While politicians may choose to ignore climate science, money managers cannot"
117,"For some Philippine money managers, it’s still too soon to scoop up shares in the world’s worst-performing stock market.",2018-10-03,The world's worst stock market is still not cheap enough to buy,0,"The world's worst stock market is still not cheap enough to buy. For some Philippine money managers, it’s still too soon to scoop up shares in the world’s worst-performing stock market."
103,"Trichome Financial, led by Michael Ruscetta, will only lend to Canadian firms at first but wants to develop a structure that will allow it to lend elsewhere",2019-02-20,Goldman Sachs alumnus readies $100-million war chest to jump into cannabis debt financing,0,"Goldman Sachs alumnus readies $100-million war chest to jump into cannabis debt financing. Trichome Financial, led by Michael Ruscetta, will only lend to Canadian firms at first but wants to develop a structure that will allow it to lend elsewhere"
79,"New stock, new uses driving prices",2019-07-31,How Charlottetown has become one of the hottest housing markets in Canada,0,"How Charlottetown has become one of the hottest housing markets in Canada. New stock, new uses driving prices"
43,World's most valuable listed company,2019-12-10,"Saudi Aramco overtakes Microsoft, Apple in debut to hit market value of $1.88 trillion",0,"Saudi Aramco overtakes Microsoft, Apple in debut to hit market value of $1.88 trillion. World's most valuable listed company"
7,"From food and drink to working out, nearly everything has changed because of the pandemic",2020-04-21,How Sask. businesses are 'navigating the unknown' and adapting to stay afloat during COVID-19,0,"How Sask. businesses are 'navigating the unknown' and adapting to stay afloat during COVID-19. From food and drink to working out, nearly everything has changed because of the pandemic"
14,"‚ÄòThis is one thing they should take off their list to worry about,‚Äô says Mark Machin",2020-04-06,"Canada Pension Plan board president says the retirement fund is safe, despite economic downturn",0,"Canada Pension Plan board president says the retirement fund is safe, despite economic downturn. ‚ÄòThis is one thing they should take off their list to worry about,‚Äô says Mark Machin"
86,"Billionaire holds 11 per cent of Well Health, 'the WeWork of doctors'",2019-07-04,Li Ka-Shing buys into Canadian startup out to digitize doctors’ outdated paper files,0,"Li Ka-Shing buys into Canadian startup out to digitize doctors’ outdated paper files. Billionaire holds 11 per cent of Well Health, 'the WeWork of doctors'"
24,Heavy selling may have contributed to the technical problem,2020-02-28,TSX ready for opening bell after early close yesterday over technical issue,0,TSX ready for opening bell after early close yesterday over technical issue. Heavy selling may have contributed to the technical problem
100,"Aramco plans to invest US$500 billion over the next decade, and much of that will be on refineries and chemical plants",2019-03-27,Saudi Aramco to buy $69 billion Sabic stake in biggest ever Middle East deal,0,"Saudi Aramco to buy $69 billion Sabic stake in biggest ever Middle East deal. Aramco plans to invest US$500 billion over the next decade, and much of that will be on refineries and chemical plants"
69,Chief Mario Draghi pledge indefinite stimulus Thursday,2019-09-12,European Central Bank introduces aggressive stimulus package to revive ailing economy,0,European Central Bank introduces aggressive stimulus package to revive ailing economy. Chief Mario Draghi pledge indefinite stimulus Thursday
17,The individualism the U.S. was founded on might not serve it well in the current public health crisis,2020-03-23,Coronavirus puts a spotlight on the moral compass of America,0,Coronavirus puts a spotlight on the moral compass of America. The individualism the U.S. was founded on might not serve it well in the current public health crisis
91,"Company shuttered its Montreal sales office in March, and local businesses say it's been hard to get in touch",2019-06-07,Quebec business owners say Groupon owes them cash as its northern presence fades,0,"Quebec business owners say Groupon owes them cash as its northern presence fades. Company shuttered its Montreal sales office in March, and local businesses say it's been hard to get in touch"
21,Current plan is for construction of mine to start in 2021 and to open in 2024,2020-03-02,"Ring of Fire was 'overhyped,' but still 'worth the effort' says Noront Resources",0,"Ring of Fire was 'overhyped,' but still 'worth the effort' says Noront Resources. Current plan is for construction of mine to start in 2021 and to open in 2024"
101,"Step aside, yoga pants: Levi Strauss & Co.’s IPO plan shows jeans are back in the game.",2019-03-11,Levi’s IPO shows denim is back in the war against yoga pants,0,"Levi’s IPO shows denim is back in the war against yoga pants. Step aside, yoga pants: Levi Strauss & Co.’s IPO plan shows jeans are back in the game."
78,"After Trump pledges more tariffs, China allows currency to fall and threatens agricultural tariffs",2019-08-05,Chinese yuan falls to 11-year low amid trade tensions,0,"Chinese yuan falls to 11-year low amid trade tensions. After Trump pledges more tariffs, China allows currency to fall and threatens agricultural tariffs"
54,"While politicians may choose to ignore climate science, money managers cannot",2019-11-06,The market battle for climate supremacy heats up: Don Pittis,0,"The market battle for climate supremacy heats up: Don Pittis. While politicians may choose to ignore climate science, money managers cannot"
34,Tenants' advocates worry critical housing shortage will lead to 'renters finding¬†themselves on the streets',2020-01-16,"Now is the time for action,' says Mayor Val√©rie Plante, as Montreal vacancy rate hits 15-year low",0,"Now is the time for action,' says Mayor Val√©rie Plante, as Montreal vacancy rate hits 15-year low. Tenants' advocates worry critical housing shortage will lead to 'renters finding¬†themselves on the streets'"
91,"Company shuttered its Montreal sales office in March, and local businesses say it's been hard to get in touch",2019-06-07,Quebec business owners say Groupon owes them cash as its northern presence fades,0,"Quebec business owners say Groupon owes them cash as its northern presence fades. Company shuttered its Montreal sales office in March, and local businesses say it's been hard to get in touch"
67,Strength of banks and oil companies driving recent gains,2019-09-20,TSX closes at record high as oil rally continues,1,TSX closes at record high as oil rally continues. Strength of banks and oil companies driving recent gains
107,TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?,2019-01-18,Canadian stocks post their best start to the year since 1980,1,Canadian stocks post their best start to the year since 1980. TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?
46,BMO hikes dividend as earnings beat expectations,2019-12-03,Bank of Montreal slashes workforce in deepest cuts the industry has seen in years,1,Bank of Montreal slashes workforce in deepest cuts the industry has seen in years. BMO hikes dividend as earnings beat expectations
83,Couche-Tard makes strategic cannabis move with investment in Fire & Flower,2019-07-24,Edmonton-based cannabis retailer set to grow with investment from global retailer,1,Edmonton-based cannabis retailer set to grow with investment from global retailer. Couche-Tard makes strategic cannabis move with investment in Fire & Flower
67,Strength of banks and oil companies driving recent gains,2019-09-20,TSX closes at record high as oil rally continues,1,TSX closes at record high as oil rally continues. Strength of banks and oil companies driving recent gains
46,BMO hikes dividend as earnings beat expectations,2019-12-03,Bank of Montreal slashes workforce in deepest cuts the industry has seen in years,1,Bank of Montreal slashes workforce in deepest cuts the industry has seen in years. BMO hikes dividend as earnings beat expectations
46,BMO hikes dividend as earnings beat expectations,2019-12-03,Bank of Montreal slashes workforce in deepest cuts the industry has seen in years,1,Bank of Montreal slashes workforce in deepest cuts the industry has seen in years. BMO hikes dividend as earnings beat expectations
